"Step","combined_9_GN1_1p - weights/sem","combined_9_GN1_1p - weights/sem__MIN","combined_9_GN1_1p - weights/sem__MAX","combined_10_GN1_1p - weights/sem","combined_10_GN1_1p - weights/sem__MIN","combined_10_GN1_1p - weights/sem__MAX","combined_8_GN1_1p - weights/sem","combined_8_GN1_1p - weights/sem__MIN","combined_8_GN1_1p - weights/sem__MAX","combined_7_GN1_1p - weights/sem","combined_7_GN1_1p - weights/sem__MIN","combined_7_GN1_1p - weights/sem__MAX","combined_6_GN1_1p - weights/sem","combined_6_GN1_1p - weights/sem__MIN","combined_6_GN1_1p - weights/sem__MAX","combined_5_GN1_1p - weights/sem","combined_5_GN1_1p - weights/sem__MIN","combined_5_GN1_1p - weights/sem__MAX","combined_4_GN1_1p - weights/sem","combined_4_GN1_1p - weights/sem__MIN","combined_4_GN1_1p - weights/sem__MAX","combined_3_GN1_1p - weights/sem","combined_3_GN1_1p - weights/sem__MIN","combined_3_GN1_1p - weights/sem__MAX","combined_2_GN1_1p - weights/sem","combined_2_GN1_1p - weights/sem__MIN","combined_2_GN1_1p - weights/sem__MAX","combined_1_GN1_1p - weights/sem","combined_1_GN1_1p - weights/sem__MIN","combined_1_GN1_1p - weights/sem__MAX"
"45","1.480796456336975","1.480796456336975","1.480796456336975","1.4389139413833618","1.4389139413833618","1.4389139413833618","1.5017554759979248","1.5017554759979248","1.5017554759979248","1.5159255266189575","1.5159255266189575","1.5159255266189575","1.4537612199783325","1.4537612199783325","1.4537612199783325","1.4463081359863281","1.4463081359863281","1.4463081359863281","1.4300838708877563","1.4300838708877563","1.4300838708877563","1.4843217134475708","1.4843217134475708","1.4843217134475708","1.5456784963607788","1.5456784963607788","1.5456784963607788","1.4204654693603516","1.4204654693603516","1.4204654693603516"
"46","1.4757345914840698","1.4757345914840698","1.4757345914840698","1.4459800720214844","1.4459800720214844","1.4459800720214844","1.500821590423584","1.500821590423584","1.500821590423584","1.5377438068389893","1.5377438068389893","1.5377438068389893","1.451797604560852","1.451797604560852","1.451797604560852","1.4249354600906372","1.4249354600906372","1.4249354600906372","1.4433082342147827","1.4433082342147827","1.4433082342147827","1.4931933879852295","1.4931933879852295","1.4931933879852295","1.544812798500061","1.544812798500061","1.544812798500061","1.4024728536605835","1.4024728536605835","1.4024728536605835"
"47","1.4685986042022705","1.4685986042022705","1.4685986042022705","1.4563567638397217","1.4563567638397217","1.4563567638397217","1.5066571235656738","1.5066571235656738","1.5066571235656738","1.5547640323638916","1.5547640323638916","1.5547640323638916","1.4476652145385742","1.4476652145385742","1.4476652145385742","1.4354727268218994","1.4354727268218994","1.4354727268218994","1.4575660228729248","1.4575660228729248","1.4575660228729248","1.5085201263427734","1.5085201263427734","1.5085201263427734","1.5286481380462646","1.5286481380462646","1.5286481380462646","1.4037543535232544","1.4037543535232544","1.4037543535232544"
"48","1.4532580375671387","1.4532580375671387","1.4532580375671387","1.4432076215744019","1.4432076215744019","1.4432076215744019","1.5039345026016235","1.5039345026016235","1.5039345026016235","1.578603982925415","1.578603982925415","1.578603982925415","1.4400428533554077","1.4400428533554077","1.4400428533554077","1.4205838441848755","1.4205838441848755","1.4205838441848755","1.4493361711502075","1.4493361711502075","1.4493361711502075","1.493704915046692","1.493704915046692","1.493704915046692","1.5474646091461182","1.5474646091461182","1.5474646091461182","1.411669373512268","1.411669373512268","1.411669373512268"
"49","1.4762929677963257","1.4762929677963257","1.4762929677963257","1.452863097190857","1.452863097190857","1.452863097190857","1.508965015411377","1.508965015411377","1.508965015411377","1.5804545879364014","1.5804545879364014","1.5804545879364014","1.4554961919784546","1.4554961919784546","1.4554961919784546","1.4166805744171143","1.4166805744171143","1.4166805744171143","1.4436553716659546","1.4436553716659546","1.4436553716659546","1.506934642791748","1.506934642791748","1.506934642791748","1.54196298122406","1.54196298122406","1.54196298122406","1.402831792831421","1.402831792831421","1.402831792831421"
"50","1.4731887578964233","1.4731887578964233","1.4731887578964233","1.4773306846618652","1.4773306846618652","1.4773306846618652","1.5102397203445435","1.5102397203445435","1.5102397203445435","1.5739384889602661","1.5739384889602661","1.5739384889602661","1.4471954107284546","1.4471954107284546","1.4471954107284546","1.434404969215393","1.434404969215393","1.434404969215393","1.4319614171981812","1.4319614171981812","1.4319614171981812","1.4974274635314941","1.4974274635314941","1.4974274635314941","1.5528697967529297","1.5528697967529297","1.5528697967529297","1.3931643962860107","1.3931643962860107","1.3931643962860107"
"51","1.4576597213745117","1.4576597213745117","1.4576597213745117","1.47240149974823","1.47240149974823","1.47240149974823","1.5225746631622314","1.5225746631622314","1.5225746631622314","1.5858831405639648","1.5858831405639648","1.5858831405639648","1.4377015829086304","1.4377015829086304","1.4377015829086304","1.4606400728225708","1.4606400728225708","1.4606400728225708","1.4586325883865356","1.4586325883865356","1.4586325883865356","1.47818922996521","1.47818922996521","1.47818922996521","1.5757161378860474","1.5757161378860474","1.5757161378860474","1.3960485458374023","1.3960485458374023","1.3960485458374023"
"52","1.4516934156417847","1.4516934156417847","1.4516934156417847","1.4466098546981812","1.4466098546981812","1.4466098546981812","1.5444525480270386","1.5444525480270386","1.5444525480270386","1.5813968181610107","1.5813968181610107","1.5813968181610107","1.4544097185134888","1.4544097185134888","1.4544097185134888","1.4667654037475586","1.4667654037475586","1.4667654037475586","1.480075478553772","1.480075478553772","1.480075478553772","1.4657251834869385","1.4657251834869385","1.4657251834869385","1.5831998586654663","1.5831998586654663","1.5831998586654663","1.4018847942352295","1.4018847942352295","1.4018847942352295"
"53","1.448784351348877","1.448784351348877","1.448784351348877","1.4442743062973022","1.4442743062973022","1.4442743062973022","1.552359938621521","1.552359938621521","1.552359938621521","1.5819098949432373","1.5819098949432373","1.5819098949432373","1.4701212644577026","1.4701212644577026","1.4701212644577026","1.4632906913757324","1.4632906913757324","1.4632906913757324","1.4860918521881104","1.4860918521881104","1.4860918521881104","1.4799853563308716","1.4799853563308716","1.4799853563308716","1.5605134963989258","1.5605134963989258","1.5605134963989258","1.397081971168518","1.397081971168518","1.397081971168518"
"54","1.466410756111145","1.466410756111145","1.466410756111145","1.444550633430481","1.444550633430481","1.444550633430481","1.5361340045928955","1.5361340045928955","1.5361340045928955","1.6064703464508057","1.6064703464508057","1.6064703464508057","1.4686014652252197","1.4686014652252197","1.4686014652252197","1.4731911420822144","1.4731911420822144","1.4731911420822144","1.478391408920288","1.478391408920288","1.478391408920288","1.4914295673370361","1.4914295673370361","1.4914295673370361","1.5706838369369507","1.5706838369369507","1.5706838369369507","1.411551594734192","1.411551594734192","1.411551594734192"
"55","1.4866317510604858","1.4866317510604858","1.4866317510604858","1.4502015113830566","1.4502015113830566","1.4502015113830566","1.529892086982727","1.529892086982727","1.529892086982727","1.5885587930679321","1.5885587930679321","1.5885587930679321","1.4673422574996948","1.4673422574996948","1.4673422574996948","1.4855828285217285","1.4855828285217285","1.4855828285217285","1.45999276638031","1.45999276638031","1.45999276638031","1.5313769578933716","1.5313769578933716","1.5313769578933716","1.5857481956481934","1.5857481956481934","1.5857481956481934","1.4374068975448608","1.4374068975448608","1.4374068975448608"
"56","1.4855390787124634","1.4855390787124634","1.4855390787124634","1.4535527229309082","1.4535527229309082","1.4535527229309082","1.524096965789795","1.524096965789795","1.524096965789795","1.5730019807815552","1.5730019807815552","1.5730019807815552","1.4487437009811401","1.4487437009811401","1.4487437009811401","1.4849164485931396","1.4849164485931396","1.4849164485931396","1.4680988788604736","1.4680988788604736","1.4680988788604736","1.5385429859161377","1.5385429859161377","1.5385429859161377","1.5861363410949707","1.5861363410949707","1.5861363410949707","1.4261115789413452","1.4261115789413452","1.4261115789413452"
"57","1.4749394655227661","1.4749394655227661","1.4749394655227661","1.4676538705825806","1.4676538705825806","1.4676538705825806","1.5129406452178955","1.5129406452178955","1.5129406452178955","1.568565011024475","1.568565011024475","1.568565011024475","1.4171347618103027","1.4171347618103027","1.4171347618103027","1.4888877868652344","1.4888877868652344","1.4888877868652344","1.4739375114440918","1.4739375114440918","1.4739375114440918","1.5333257913589478","1.5333257913589478","1.5333257913589478","1.584363341331482","1.584363341331482","1.584363341331482","1.4035205841064453","1.4035205841064453","1.4035205841064453"
"58","1.473333716392517","1.473333716392517","1.473333716392517","1.467653751373291","1.467653751373291","1.467653751373291","1.515193223953247","1.515193223953247","1.515193223953247","1.5535967350006104","1.5535967350006104","1.5535967350006104","1.4015631675720215","1.4015631675720215","1.4015631675720215","1.4743828773498535","1.4743828773498535","1.4743828773498535","1.4548431634902954","1.4548431634902954","1.4548431634902954","1.5560237169265747","1.5560237169265747","1.5560237169265747","1.5706136226654053","1.5706136226654053","1.5706136226654053","1.4189497232437134","1.4189497232437134","1.4189497232437134"
"59","1.4531441926956177","1.4531441926956177","1.4531441926956177","1.473095417022705","1.473095417022705","1.473095417022705","1.5222680568695068","1.5222680568695068","1.5222680568695068","1.5592049360275269","1.5592049360275269","1.5592049360275269","1.4409462213516235","1.4409462213516235","1.4409462213516235","1.4743572473526","1.4743572473526","1.4743572473526","1.459323525428772","1.459323525428772","1.459323525428772","1.5418704748153687","1.5418704748153687","1.5418704748153687","1.5533379316329956","1.5533379316329956","1.5533379316329956","1.4374879598617554","1.4374879598617554","1.4374879598617554"
"60","1.4672677516937256","1.4672677516937256","1.4672677516937256","1.4885368347167969","1.4885368347167969","1.4885368347167969","1.5319992303848267","1.5319992303848267","1.5319992303848267","1.570069670677185","1.570069670677185","1.570069670677185","1.4499071836471558","1.4499071836471558","1.4499071836471558","1.482017159461975","1.482017159461975","1.482017159461975","1.473459243774414","1.473459243774414","1.473459243774414","1.5159436464309692","1.5159436464309692","1.5159436464309692","1.58036470413208","1.58036470413208","1.58036470413208","1.4493464231491089","1.4493464231491089","1.4493464231491089"
"61","1.478080153465271","1.478080153465271","1.478080153465271","1.4853078126907349","1.4853078126907349","1.4853078126907349","1.565247654914856","1.565247654914856","1.565247654914856","1.5820133686065674","1.5820133686065674","1.5820133686065674","1.448179841041565","1.448179841041565","1.448179841041565","1.4818103313446045","1.4818103313446045","1.4818103313446045","1.4636564254760742","1.4636564254760742","1.4636564254760742","1.539818286895752","1.539818286895752","1.539818286895752","1.582297682762146","1.582297682762146","1.582297682762146","1.463074803352356","1.463074803352356","1.463074803352356"
"62","1.5027016401290894","1.5027016401290894","1.5027016401290894","1.4898595809936523","1.4898595809936523","1.4898595809936523","1.5431932210922241","1.5431932210922241","1.5431932210922241","1.581278681755066","1.581278681755066","1.581278681755066","1.4730308055877686","1.4730308055877686","1.4730308055877686","1.4814348220825195","1.4814348220825195","1.4814348220825195","1.4757057428359985","1.4757057428359985","1.4757057428359985","1.534505844116211","1.534505844116211","1.534505844116211","1.584838628768921","1.584838628768921","1.584838628768921","1.4678573608398438","1.4678573608398438","1.4678573608398438"
"63","1.5115435123443604","1.5115435123443604","1.5115435123443604","1.4833251237869263","1.4833251237869263","1.4833251237869263","1.5395809412002563","1.5395809412002563","1.5395809412002563","1.6082322597503662","1.6082322597503662","1.6082322597503662","1.4723069667816162","1.4723069667816162","1.4723069667816162","1.494476556777954","1.494476556777954","1.494476556777954","1.4649125337600708","1.4649125337600708","1.4649125337600708","1.5164555311203003","1.5164555311203003","1.5164555311203003","1.6042362451553345","1.6042362451553345","1.6042362451553345","1.4596354961395264","1.4596354961395264","1.4596354961395264"
"64","1.5184110403060913","1.5184110403060913","1.5184110403060913","1.4749482870101929","1.4749482870101929","1.4749482870101929","1.5603373050689697","1.5603373050689697","1.5603373050689697","1.6291346549987793","1.6291346549987793","1.6291346549987793","1.4697058200836182","1.4697058200836182","1.4697058200836182","1.48455011844635","1.48455011844635","1.48455011844635","1.4716993570327759","1.4716993570327759","1.4716993570327759","1.5126656293869019","1.5126656293869019","1.5126656293869019","1.6026170253753662","1.6026170253753662","1.6026170253753662","1.4493489265441895","1.4493489265441895","1.4493489265441895"
"65","1.4987317323684692","1.4987317323684692","1.4987317323684692","1.4675335884094238","1.4675335884094238","1.4675335884094238","1.5560790300369263","1.5560790300369263","1.5560790300369263","1.6162389516830444","1.6162389516830444","1.6162389516830444","1.4627058506011963","1.4627058506011963","1.4627058506011963","1.4799103736877441","1.4799103736877441","1.4799103736877441","1.464011311531067","1.464011311531067","1.464011311531067","1.5078357458114624","1.5078357458114624","1.5078357458114624","1.565151572227478","1.565151572227478","1.565151572227478","1.4216489791870117","1.4216489791870117","1.4216489791870117"
"66","1.486839771270752","1.486839771270752","1.486839771270752","1.4917837381362915","1.4917837381362915","1.4917837381362915","1.5663796663284302","1.5663796663284302","1.5663796663284302","1.6000152826309204","1.6000152826309204","1.6000152826309204","1.4520671367645264","1.4520671367645264","1.4520671367645264","1.4734374284744263","1.4734374284744263","1.4734374284744263","1.470400333404541","1.470400333404541","1.470400333404541","1.5146065950393677","1.5146065950393677","1.5146065950393677","1.5772557258605957","1.5772557258605957","1.5772557258605957","1.4164252281188965","1.4164252281188965","1.4164252281188965"
"67","1.485182762145996","1.485182762145996","1.485182762145996","1.4935182332992554","1.4935182332992554","1.4935182332992554","1.5642693042755127","1.5642693042755127","1.5642693042755127","1.5993268489837646","1.5993268489837646","1.5993268489837646","1.4466696977615356","1.4466696977615356","1.4466696977615356","1.4732050895690918","1.4732050895690918","1.4732050895690918","1.4404823780059814","1.4404823780059814","1.4404823780059814","1.513950228691101","1.513950228691101","1.513950228691101","1.5592405796051025","1.5592405796051025","1.5592405796051025","1.4325119256973267","1.4325119256973267","1.4325119256973267"
"68","1.487053394317627","1.487053394317627","1.487053394317627","1.4884971380233765","1.4884971380233765","1.4884971380233765","1.5735596418380737","1.5735596418380737","1.5735596418380737","1.604416012763977","1.604416012763977","1.604416012763977","1.4642353057861328","1.4642353057861328","1.4642353057861328","1.4629250764846802","1.4629250764846802","1.4629250764846802","1.431827187538147","1.431827187538147","1.431827187538147","1.5228360891342163","1.5228360891342163","1.5228360891342163","1.5655075311660767","1.5655075311660767","1.5655075311660767","1.4374841451644897","1.4374841451644897","1.4374841451644897"
"69","1.4994019269943237","1.4994019269943237","1.4994019269943237","1.4780521392822266","1.4780521392822266","1.4780521392822266","1.565755844116211","1.565755844116211","1.565755844116211","1.580691933631897","1.580691933631897","1.580691933631897","1.4592530727386475","1.4592530727386475","1.4592530727386475","1.466443419456482","1.466443419456482","1.466443419456482","1.4489680528640747","1.4489680528640747","1.4489680528640747","1.5594216585159302","1.5594216585159302","1.5594216585159302","1.584246039390564","1.584246039390564","1.584246039390564","1.4467275142669678","1.4467275142669678","1.4467275142669678"
"70","1.5018516778945923","1.5018516778945923","1.5018516778945923","1.4746975898742676","1.4746975898742676","1.4746975898742676","1.5666093826293945","1.5666093826293945","1.5666093826293945","1.5636438131332397","1.5636438131332397","1.5636438131332397","1.4691174030303955","1.4691174030303955","1.4691174030303955","1.4672932624816895","1.4672932624816895","1.4672932624816895","1.4597587585449219","1.4597587585449219","1.4597587585449219","1.5594509840011597","1.5594509840011597","1.5594509840011597","1.571613073348999","1.571613073348999","1.571613073348999","1.4501060247421265","1.4501060247421265","1.4501060247421265"
"71","1.503352403640747","1.503352403640747","1.503352403640747","1.4943863153457642","1.4943863153457642","1.4943863153457642","1.564910650253296","1.564910650253296","1.564910650253296","1.5624035596847534","1.5624035596847534","1.5624035596847534","1.4904112815856934","1.4904112815856934","1.4904112815856934","1.4670329093933105","1.4670329093933105","1.4670329093933105","1.4773293733596802","1.4773293733596802","1.4773293733596802","1.5413482189178467","1.5413482189178467","1.5413482189178467","1.5687168836593628","1.5687168836593628","1.5687168836593628","1.4491084814071655","1.4491084814071655","1.4491084814071655"
"72","1.5274289846420288","1.5274289846420288","1.5274289846420288","1.4959895610809326","1.4959895610809326","1.4959895610809326","1.5640004873275757","1.5640004873275757","1.5640004873275757","1.5556766986846924","1.5556766986846924","1.5556766986846924","1.510379672050476","1.510379672050476","1.510379672050476","1.4656481742858887","1.4656481742858887","1.4656481742858887","1.488366961479187","1.488366961479187","1.488366961479187","1.5453583002090454","1.5453583002090454","1.5453583002090454","1.5730618238449097","1.5730618238449097","1.5730618238449097","1.456273078918457","1.456273078918457","1.456273078918457"
"73","1.5459108352661133","1.5459108352661133","1.5459108352661133","1.5008267164230347","1.5008267164230347","1.5008267164230347","1.5725140571594238","1.5725140571594238","1.5725140571594238","1.5989675521850586","1.5989675521850586","1.5989675521850586","1.5175749063491821","1.5175749063491821","1.5175749063491821","1.4840459823608398","1.4840459823608398","1.4840459823608398","1.4664719104766846","1.4664719104766846","1.4664719104766846","1.5516754388809204","1.5516754388809204","1.5516754388809204","1.5755505561828613","1.5755505561828613","1.5755505561828613","1.468599557876587","1.468599557876587","1.468599557876587"
"74","1.5191706418991089","1.5191706418991089","1.5191706418991089","1.5137289762496948","1.5137289762496948","1.5137289762496948","1.5704052448272705","1.5704052448272705","1.5704052448272705","1.5878163576126099","1.5878163576126099","1.5878163576126099","1.5103166103363037","1.5103166103363037","1.5103166103363037","1.4768680334091187","1.4768680334091187","1.4768680334091187","1.4655572175979614","1.4655572175979614","1.4655572175979614","1.5420193672180176","1.5420193672180176","1.5420193672180176","1.5874292850494385","1.5874292850494385","1.5874292850494385","1.476423978805542","1.476423978805542","1.476423978805542"
"75","1.5112285614013672","1.5112285614013672","1.5112285614013672","1.5093861818313599","1.5093861818313599","1.5093861818313599","1.5538357496261597","1.5538357496261597","1.5538357496261597","1.6013389825820923","1.6013389825820923","1.6013389825820923","1.5220357179641724","1.5220357179641724","1.5220357179641724","1.4799336194992065","1.4799336194992065","1.4799336194992065","1.4750423431396484","1.4750423431396484","1.4750423431396484","1.546858787536621","1.546858787536621","1.546858787536621","1.5681241750717163","1.5681241750717163","1.5681241750717163","1.480225920677185","1.480225920677185","1.480225920677185"
"76","1.5089704990386963","1.5089704990386963","1.5089704990386963","1.5166914463043213","1.5166914463043213","1.5166914463043213","1.53635835647583","1.53635835647583","1.53635835647583","1.5835143327713013","1.5835143327713013","1.5835143327713013","1.502125859260559","1.502125859260559","1.502125859260559","1.4792742729187012","1.4792742729187012","1.4792742729187012","1.4750452041625977","1.4750452041625977","1.4750452041625977","1.5458821058273315","1.5458821058273315","1.5458821058273315","1.5690683126449585","1.5690683126449585","1.5690683126449585","1.4607149362564087","1.4607149362564087","1.4607149362564087"
"77","1.5007169246673584","1.5007169246673584","1.5007169246673584","1.4909279346466064","1.4909279346466064","1.4909279346466064","1.532534122467041","1.532534122467041","1.532534122467041","1.5819894075393677","1.5819894075393677","1.5819894075393677","1.4967182874679565","1.4967182874679565","1.4967182874679565","1.473659873008728","1.473659873008728","1.473659873008728","1.454109787940979","1.454109787940979","1.454109787940979","1.5390534400939941","1.5390534400939941","1.5390534400939941","1.5546451807022095","1.5546451807022095","1.5546451807022095","1.4674372673034668","1.4674372673034668","1.4674372673034668"
"78","1.5048282146453857","1.5048282146453857","1.5048282146453857","1.4668406248092651","1.4668406248092651","1.4668406248092651","1.5248008966445923","1.5248008966445923","1.5248008966445923","1.5917809009552002","1.5917809009552002","1.5917809009552002","1.4592914581298828","1.4592914581298828","1.4592914581298828","1.485213279724121","1.485213279724121","1.485213279724121","1.4481818675994873","1.4481818675994873","1.4481818675994873","1.528865933418274","1.528865933418274","1.528865933418274","1.5838676691055298","1.5838676691055298","1.5838676691055298","1.4610635042190552","1.4610635042190552","1.4610635042190552"
"79","1.5013647079467773","1.5013647079467773","1.5013647079467773","1.4798485040664673","1.4798485040664673","1.4798485040664673","1.5481476783752441","1.5481476783752441","1.5481476783752441","1.5788774490356445","1.5788774490356445","1.5788774490356445","1.4576371908187866","1.4576371908187866","1.4576371908187866","1.482277274131775","1.482277274131775","1.482277274131775","1.4365262985229492","1.4365262985229492","1.4365262985229492","1.5222787857055664","1.5222787857055664","1.5222787857055664","1.5928285121917725","1.5928285121917725","1.5928285121917725","1.457463264465332","1.457463264465332","1.457463264465332"
"80","1.513601303100586","1.513601303100586","1.513601303100586","1.495534896850586","1.495534896850586","1.495534896850586","1.5296574831008911","1.5296574831008911","1.5296574831008911","1.580820083618164","1.580820083618164","1.580820083618164","1.4796754121780396","1.4796754121780396","1.4796754121780396","1.4614096879959106","1.4614096879959106","1.4614096879959106","1.4460774660110474","1.4460774660110474","1.4460774660110474","1.5015705823898315","1.5015705823898315","1.5015705823898315","1.5780856609344482","1.5780856609344482","1.5780856609344482","1.4580782651901245","1.4580782651901245","1.4580782651901245"
"81","1.4969305992126465","1.4969305992126465","1.4969305992126465","1.5131118297576904","1.5131118297576904","1.5131118297576904","1.5297443866729736","1.5297443866729736","1.5297443866729736","1.5932610034942627","1.5932610034942627","1.5932610034942627","1.504464864730835","1.504464864730835","1.504464864730835","1.4562699794769287","1.4562699794769287","1.4562699794769287","1.4622888565063477","1.4622888565063477","1.4622888565063477","1.5103250741958618","1.5103250741958618","1.5103250741958618","1.5820896625518799","1.5820896625518799","1.5820896625518799","1.4609276056289673","1.4609276056289673","1.4609276056289673"
"82","1.4991464614868164","1.4991464614868164","1.4991464614868164","1.4972995519638062","1.4972995519638062","1.4972995519638062","1.5369585752487183","1.5369585752487183","1.5369585752487183","1.579329252243042","1.579329252243042","1.579329252243042","1.4795968532562256","1.4795968532562256","1.4795968532562256","1.462324619293213","1.462324619293213","1.462324619293213","1.497982144355774","1.497982144355774","1.497982144355774","1.5252069234848022","1.5252069234848022","1.5252069234848022","1.5716726779937744","1.5716726779937744","1.5716726779937744","1.4801801443099976","1.4801801443099976","1.4801801443099976"
"83","1.4954588413238525","1.4954588413238525","1.4954588413238525","1.5247445106506348","1.5247445106506348","1.5247445106506348","1.5434787273406982","1.5434787273406982","1.5434787273406982","1.5722391605377197","1.5722391605377197","1.5722391605377197","1.468373417854309","1.468373417854309","1.468373417854309","1.4889403581619263","1.4889403581619263","1.4889403581619263","1.4835368394851685","1.4835368394851685","1.4835368394851685","1.5491139888763428","1.5491139888763428","1.5491139888763428","1.5683077573776245","1.5683077573776245","1.5683077573776245","1.4860947132110596","1.4860947132110596","1.4860947132110596"
"84","1.4984488487243652","1.4984488487243652","1.4984488487243652","1.5141762495040894","1.5141762495040894","1.5141762495040894","1.545878291130066","1.545878291130066","1.545878291130066","1.5736331939697266","1.5736331939697266","1.5736331939697266","1.4702725410461426","1.4702725410461426","1.4702725410461426","1.51274836063385","1.51274836063385","1.51274836063385","1.4800776243209839","1.4800776243209839","1.4800776243209839","1.5494521856307983","1.5494521856307983","1.5494521856307983","1.5715546607971191","1.5715546607971191","1.5715546607971191","1.494260311126709","1.494260311126709","1.494260311126709"
"85","1.5160082578659058","1.5160082578659058","1.5160082578659058","1.4806315898895264","1.4806315898895264","1.4806315898895264","1.5393677949905396","1.5393677949905396","1.5393677949905396","1.579128623008728","1.579128623008728","1.579128623008728","1.4819406270980835","1.4819406270980835","1.4819406270980835","1.4963626861572266","1.4963626861572266","1.4963626861572266","1.475458025932312","1.475458025932312","1.475458025932312","1.5518994331359863","1.5518994331359863","1.5518994331359863","1.5692636966705322","1.5692636966705322","1.5692636966705322","1.4606757164001465","1.4606757164001465","1.4606757164001465"
"86","1.5094549655914307","1.5094549655914307","1.5094549655914307","1.4636614322662354","1.4636614322662354","1.4636614322662354","1.5311003923416138","1.5311003923416138","1.5311003923416138","1.576499104499817","1.576499104499817","1.576499104499817","1.4929782152175903","1.4929782152175903","1.4929782152175903","1.4794787168502808","1.4794787168502808","1.4794787168502808","1.4577903747558594","1.4577903747558594","1.4577903747558594","1.5513349771499634","1.5513349771499634","1.5513349771499634","1.548435091972351","1.548435091972351","1.548435091972351","1.4488121271133423","1.4488121271133423","1.4488121271133423"
"87","1.496934175491333","1.496934175491333","1.496934175491333","1.4601646661758423","1.4601646661758423","1.4601646661758423","1.5423299074172974","1.5423299074172974","1.5423299074172974","1.5842360258102417","1.5842360258102417","1.5842360258102417","1.4926594495773315","1.4926594495773315","1.4926594495773315","1.4840757846832275","1.4840757846832275","1.4840757846832275","1.459333896636963","1.459333896636963","1.459333896636963","1.532855749130249","1.532855749130249","1.532855749130249","1.5426275730133057","1.5426275730133057","1.5426275730133057","1.4408873319625854","1.4408873319625854","1.4408873319625854"
"88","1.4949489831924438","1.4949489831924438","1.4949489831924438","1.5098657608032227","1.5098657608032227","1.5098657608032227","1.5243672132492065","1.5243672132492065","1.5243672132492065","1.5749249458312988","1.5749249458312988","1.5749249458312988","1.4842865467071533","1.4842865467071533","1.4842865467071533","1.5188837051391602","1.5188837051391602","1.5188837051391602","1.4722797870635986","1.4722797870635986","1.4722797870635986","1.5152140855789185","1.5152140855789185","1.5152140855789185","1.5526639223098755","1.5526639223098755","1.5526639223098755","1.4584403038024902","1.4584403038024902","1.4584403038024902"
"89","1.4985672235488892","1.4985672235488892","1.4985672235488892","1.5224826335906982","1.5224826335906982","1.5224826335906982","1.5089871883392334","1.5089871883392334","1.5089871883392334","1.5854389667510986","1.5854389667510986","1.5854389667510986","1.4640742540359497","1.4640742540359497","1.4640742540359497","1.5317481756210327","1.5317481756210327","1.5317481756210327","1.4579411745071411","1.4579411745071411","1.4579411745071411","1.5319329500198364","1.5319329500198364","1.5319329500198364","1.5727976560592651","1.5727976560592651","1.5727976560592651","1.4724873304367065","1.4724873304367065","1.4724873304367065"
"90","1.4763480424880981","1.4763480424880981","1.4763480424880981","1.5194647312164307","1.5194647312164307","1.5194647312164307","1.5120874643325806","1.5120874643325806","1.5120874643325806","1.6186479330062866","1.6186479330062866","1.6186479330062866","1.4753344058990479","1.4753344058990479","1.4753344058990479","1.519295573234558","1.519295573234558","1.519295573234558","1.4805316925048828","1.4805316925048828","1.4805316925048828","1.5458197593688965","1.5458197593688965","1.5458197593688965","1.5641347169876099","1.5641347169876099","1.5641347169876099","1.4742707014083862","1.4742707014083862","1.4742707014083862"
"91","1.4854464530944824","1.4854464530944824","1.4854464530944824","1.5041422843933105","1.5041422843933105","1.5041422843933105","1.5153751373291016","1.5153751373291016","1.5153751373291016","1.6169012784957886","1.6169012784957886","1.6169012784957886","1.468681812286377","1.468681812286377","1.468681812286377","1.519435167312622","1.519435167312622","1.519435167312622","1.4779504537582397","1.4779504537582397","1.4779504537582397","1.5506556034088135","1.5506556034088135","1.5506556034088135","1.5698004961013794","1.5698004961013794","1.5698004961013794","1.4782789945602417","1.4782789945602417","1.4782789945602417"
"92","1.5152515172958374","1.5152515172958374","1.5152515172958374","1.4987428188323975","1.4987428188323975","1.4987428188323975","1.5115855932235718","1.5115855932235718","1.5115855932235718","1.6025242805480957","1.6025242805480957","1.6025242805480957","1.4848129749298096","1.4848129749298096","1.4848129749298096","1.5032353401184082","1.5032353401184082","1.5032353401184082","1.4649649858474731","1.4649649858474731","1.4649649858474731","1.5380295515060425","1.5380295515060425","1.5380295515060425","1.5753114223480225","1.5753114223480225","1.5753114223480225","1.4796926975250244","1.4796926975250244","1.4796926975250244"
"93","1.5178766250610352","1.5178766250610352","1.5178766250610352","1.501781702041626","1.501781702041626","1.501781702041626","1.540084719657898","1.540084719657898","1.540084719657898","1.5933910608291626","1.5933910608291626","1.5933910608291626","1.5031819343566895","1.5031819343566895","1.5031819343566895","1.5044618844985962","1.5044618844985962","1.5044618844985962","1.4785476922988892","1.4785476922988892","1.4785476922988892","1.5243289470672607","1.5243289470672607","1.5243289470672607","1.5864509344100952","1.5864509344100952","1.5864509344100952","1.470517873764038","1.470517873764038","1.470517873764038"
