"Step","combined_9_GN1_1p - weights/vad","combined_9_GN1_1p - weights/vad__MIN","combined_9_GN1_1p - weights/vad__MAX","combined_10_GN1_1p - weights/vad","combined_10_GN1_1p - weights/vad__MIN","combined_10_GN1_1p - weights/vad__MAX","combined_8_GN1_1p - weights/vad","combined_8_GN1_1p - weights/vad__MIN","combined_8_GN1_1p - weights/vad__MAX","combined_7_GN1_1p - weights/vad","combined_7_GN1_1p - weights/vad__MIN","combined_7_GN1_1p - weights/vad__MAX","combined_6_GN1_1p - weights/vad","combined_6_GN1_1p - weights/vad__MIN","combined_6_GN1_1p - weights/vad__MAX","combined_5_GN1_1p - weights/vad","combined_5_GN1_1p - weights/vad__MIN","combined_5_GN1_1p - weights/vad__MAX","combined_4_GN1_1p - weights/vad","combined_4_GN1_1p - weights/vad__MIN","combined_4_GN1_1p - weights/vad__MAX","combined_3_GN1_1p - weights/vad","combined_3_GN1_1p - weights/vad__MIN","combined_3_GN1_1p - weights/vad__MAX","combined_2_GN1_1p - weights/vad","combined_2_GN1_1p - weights/vad__MIN","combined_2_GN1_1p - weights/vad__MAX","combined_1_GN1_1p - weights/vad","combined_1_GN1_1p - weights/vad__MIN","combined_1_GN1_1p - weights/vad__MAX"
"34","0.36842218041419983","0.36842218041419983","0.36842218041419983","0.37557926774024963","0.37557926774024963","0.37557926774024963","0.43006566166877747","0.43006566166877747","0.43006566166877747","0.3779595196247101","0.3779595196247101","0.3779595196247101","0.3586912155151367","0.3586912155151367","0.3586912155151367","0.3995344638824463","0.3995344638824463","0.3995344638824463","0.3652665317058563","0.3652665317058563","0.3652665317058563","0.35914331674575806","0.35914331674575806","0.35914331674575806","0.39964282512664795","0.39964282512664795","0.39964282512664795","0.37354376912117004","0.37354376912117004","0.37354376912117004"
"35","0.3534775376319885","0.3534775376319885","0.3534775376319885","0.3657302260398865","0.3657302260398865","0.3657302260398865","0.4409140944480896","0.4409140944480896","0.4409140944480896","0.3666538894176483","0.3666538894176483","0.3666538894176483","0.3681197762489319","0.3681197762489319","0.3681197762489319","0.38995927572250366","0.38995927572250366","0.38995927572250366","0.3827544152736664","0.3827544152736664","0.3827544152736664","0.35913705825805664","0.35913705825805664","0.35913705825805664","0.39561957120895386","0.39561957120895386","0.39561957120895386","0.3870106041431427","0.3870106041431427","0.3870106041431427"
"36","0.3537079095840454","0.3537079095840454","0.3537079095840454","0.397792249917984","0.397792249917984","0.397792249917984","0.4415688216686249","0.4415688216686249","0.4415688216686249","0.3796108067035675","0.3796108067035675","0.3796108067035675","0.379827618598938","0.379827618598938","0.379827618598938","0.3876999318599701","0.3876999318599701","0.3876999318599701","0.3646324574947357","0.3646324574947357","0.3646324574947357","0.35226529836654663","0.35226529836654663","0.35226529836654663","0.4017959237098694","0.4017959237098694","0.4017959237098694","0.38095223903656006","0.38095223903656006","0.38095223903656006"
"37","0.3609040677547455","0.3609040677547455","0.3609040677547455","0.38959476351737976","0.38959476351737976","0.38959476351737976","0.4368093013763428","0.4368093013763428","0.4368093013763428","0.3888075053691864","0.3888075053691864","0.3888075053691864","0.37487491965293884","0.37487491965293884","0.37487491965293884","0.3949989676475525","0.3949989676475525","0.3949989676475525","0.3664371967315674","0.3664371967315674","0.3664371967315674","0.377162903547287","0.377162903547287","0.377162903547287","0.4161037802696228","0.4161037802696228","0.4161037802696228","0.3781100809574127","0.3781100809574127","0.3781100809574127"
"38","0.36340364813804626","0.36340364813804626","0.36340364813804626","0.3953804075717926","0.3953804075717926","0.3953804075717926","0.4525863528251648","0.4525863528251648","0.4525863528251648","0.38175034523010254","0.38175034523010254","0.38175034523010254","0.3788887560367584","0.3788887560367584","0.3788887560367584","0.38124924898147583","0.38124924898147583","0.38124924898147583","0.39097192883491516","0.39097192883491516","0.39097192883491516","0.37023666501045227","0.37023666501045227","0.37023666501045227","0.3851529061794281","0.3851529061794281","0.3851529061794281","0.3865695893764496","0.3865695893764496","0.3865695893764496"
"39","0.3622049391269684","0.3622049391269684","0.3622049391269684","0.412769615650177","0.412769615650177","0.412769615650177","0.4189409613609314","0.4189409613609314","0.4189409613609314","0.4020964503288269","0.4020964503288269","0.4020964503288269","0.41632750630378723","0.41632750630378723","0.41632750630378723","0.34982365369796753","0.34982365369796753","0.34982365369796753","0.39041680097579956","0.39041680097579956","0.39041680097579956","0.3898141086101532","0.3898141086101532","0.3898141086101532","0.3856370151042938","0.3856370151042938","0.3856370151042938","0.39815232157707214","0.39815232157707214","0.39815232157707214"
"40","0.36848071217536926","0.36848071217536926","0.36848071217536926","0.37454915046691895","0.37454915046691895","0.37454915046691895","0.4159613251686096","0.4159613251686096","0.4159613251686096","0.39436280727386475","0.39436280727386475","0.39436280727386475","0.42503026127815247","0.42503026127815247","0.42503026127815247","0.3647611141204834","0.3647611141204834","0.3647611141204834","0.4089626669883728","0.4089626669883728","0.4089626669883728","0.40183594822883606","0.40183594822883606","0.40183594822883606","0.389441579580307","0.389441579580307","0.389441579580307","0.41035959124565125","0.41035959124565125","0.41035959124565125"
"41","0.3787271976470947","0.3787271976470947","0.3787271976470947","0.3441217541694641","0.3441217541694641","0.3441217541694641","0.4308389127254486","0.4308389127254486","0.4308389127254486","0.3750110864639282","0.3750110864639282","0.3750110864639282","0.41456741094589233","0.41456741094589233","0.41456741094589233","0.39862892031669617","0.39862892031669617","0.39862892031669617","0.39362815022468567","0.39362815022468567","0.39362815022468567","0.3916696608066559","0.3916696608066559","0.3916696608066559","0.3971278965473175","0.3971278965473175","0.3971278965473175","0.4103855490684509","0.4103855490684509","0.4103855490684509"
"42","0.3825947046279907","0.3825947046279907","0.3825947046279907","0.39303988218307495","0.39303988218307495","0.39303988218307495","0.4496290385723114","0.4496290385723114","0.4496290385723114","0.43179643154144287","0.43179643154144287","0.43179643154144287","0.40184786915779114","0.40184786915779114","0.40184786915779114","0.4443609118461609","0.4443609118461609","0.4443609118461609","0.4114629030227661","0.4114629030227661","0.4114629030227661","0.35458558797836304","0.35458558797836304","0.35458558797836304","0.384830117225647","0.384830117225647","0.384830117225647","0.4331645667552948","0.4331645667552948","0.4331645667552948"
"43","0.3958433270454407","0.3958433270454407","0.3958433270454407","0.4270738363265991","0.4270738363265991","0.4270738363265991","0.4474828839302063","0.4474828839302063","0.4474828839302063","0.4284076988697052","0.4284076988697052","0.4284076988697052","0.4093894362449646","0.4093894362449646","0.4093894362449646","0.45869123935699463","0.45869123935699463","0.45869123935699463","0.4097009599208832","0.4097009599208832","0.4097009599208832","0.37209442257881165","0.37209442257881165","0.37209442257881165","0.41706427931785583","0.41706427931785583","0.41706427931785583","0.39917975664138794","0.39917975664138794","0.39917975664138794"
"44","0.4098265767097473","0.4098265767097473","0.4098265767097473","0.42128345370292664","0.42128345370292664","0.42128345370292664","0.4161786437034607","0.4161786437034607","0.4161786437034607","0.43293896317481995","0.43293896317481995","0.43293896317481995","0.3845664858818054","0.3845664858818054","0.3845664858818054","0.4614315927028656","0.4614315927028656","0.4614315927028656","0.42692238092422485","0.42692238092422485","0.42692238092422485","0.39405032992362976","0.39405032992362976","0.39405032992362976","0.41633081436157227","0.41633081436157227","0.41633081436157227","0.3993513286113739","0.3993513286113739","0.3993513286113739"
"45","0.392879456281662","0.392879456281662","0.392879456281662","0.40617838501930237","0.40617838501930237","0.40617838501930237","0.43507257103919983","0.43507257103919983","0.43507257103919983","0.4305647015571594","0.4305647015571594","0.4305647015571594","0.38165828585624695","0.38165828585624695","0.38165828585624695","0.41694432497024536","0.41694432497024536","0.41694432497024536","0.3903563320636749","0.3903563320636749","0.3903563320636749","0.39779505133628845","0.39779505133628845","0.39779505133628845","0.4306125342845917","0.4306125342845917","0.4306125342845917","0.39484766125679016","0.39484766125679016","0.39484766125679016"
"46","0.4084970951080322","0.4084970951080322","0.4084970951080322","0.39709708094596863","0.39709708094596863","0.39709708094596863","0.44514191150665283","0.44514191150665283","0.44514191150665283","0.43384599685668945","0.43384599685668945","0.43384599685668945","0.4071272611618042","0.4071272611618042","0.4071272611618042","0.4403219521045685","0.4403219521045685","0.4403219521045685","0.4185549020767212","0.4185549020767212","0.4185549020767212","0.3970615863800049","0.3970615863800049","0.3970615863800049","0.4326772093772888","0.4326772093772888","0.4326772093772888","0.4258652329444885","0.4258652329444885","0.4258652329444885"
"47","0.42462342977523804","0.42462342977523804","0.42462342977523804","0.3718092143535614","0.3718092143535614","0.3718092143535614","0.4222119450569153","0.4222119450569153","0.4222119450569153","0.4375583231449127","0.4375583231449127","0.4375583231449127","0.39682385325431824","0.39682385325431824","0.39682385325431824","0.43251529335975647","0.43251529335975647","0.43251529335975647","0.39725491404533386","0.39725491404533386","0.39725491404533386","0.38196808099746704","0.38196808099746704","0.38196808099746704","0.4576849043369293","0.4576849043369293","0.4576849043369293","0.44142967462539673","0.44142967462539673","0.44142967462539673"
"48","0.4357345402240753","0.4357345402240753","0.4357345402240753","0.40555575489997864","0.40555575489997864","0.40555575489997864","0.43878066539764404","0.43878066539764404","0.43878066539764404","0.4428444802761078","0.4428444802761078","0.4428444802761078","0.41221320629119873","0.41221320629119873","0.41221320629119873","0.4505434036254883","0.4505434036254883","0.4505434036254883","0.4049128293991089","0.4049128293991089","0.4049128293991089","0.38913604617118835","0.38913604617118835","0.38913604617118835","0.4647975265979767","0.4647975265979767","0.4647975265979767","0.41382408142089844","0.41382408142089844","0.41382408142089844"
"49","0.42150425910949707","0.42150425910949707","0.42150425910949707","0.39498868584632874","0.39498868584632874","0.39498868584632874","0.44187381863594055","0.44187381863594055","0.44187381863594055","0.4422341287136078","0.4422341287136078","0.4422341287136078","0.42730680108070374","0.42730680108070374","0.42730680108070374","0.46195006370544434","0.46195006370544434","0.46195006370544434","0.40543386340141296","0.40543386340141296","0.40543386340141296","0.3742481768131256","0.3742481768131256","0.3742481768131256","0.46598803997039795","0.46598803997039795","0.46598803997039795","0.41904935240745544","0.41904935240745544","0.41904935240745544"
"50","0.4264940023422241","0.4264940023422241","0.4264940023422241","0.38827231526374817","0.38827231526374817","0.38827231526374817","0.4485618472099304","0.4485618472099304","0.4485618472099304","0.4438014030456543","0.4438014030456543","0.4438014030456543","0.4380768835544586","0.4380768835544586","0.4380768835544586","0.44376417994499207","0.44376417994499207","0.44376417994499207","0.439750075340271","0.439750075340271","0.439750075340271","0.38162705302238464","0.38162705302238464","0.38162705302238464","0.4601447582244873","0.4601447582244873","0.4601447582244873","0.45197582244873047","0.45197582244873047","0.45197582244873047"
"51","0.41862842440605164","0.41862842440605164","0.41862842440605164","0.3925432562828064","0.3925432562828064","0.3925432562828064","0.4566757082939148","0.4566757082939148","0.4566757082939148","0.43107110261917114","0.43107110261917114","0.43107110261917114","0.44739818572998047","0.44739818572998047","0.44739818572998047","0.42850953340530396","0.42850953340530396","0.42850953340530396","0.4380685091018677","0.4380685091018677","0.4380685091018677","0.40522587299346924","0.40522587299346924","0.40522587299346924","0.422094464302063","0.422094464302063","0.422094464302063","0.45907822251319885","0.45907822251319885","0.45907822251319885"
"52","0.4407791793346405","0.4407791793346405","0.4407791793346405","0.427884578704834","0.427884578704834","0.427884578704834","0.4449479579925537","0.4449479579925537","0.4449479579925537","0.44005286693573","0.44005286693573","0.44005286693573","0.4295821785926819","0.4295821785926819","0.4295821785926819","0.4369033873081207","0.4369033873081207","0.4369033873081207","0.42870283126831055","0.42870283126831055","0.42870283126831055","0.43484023213386536","0.43484023213386536","0.43484023213386536","0.4441324472427368","0.4441324472427368","0.4441324472427368","0.4508745074272156","0.4508745074272156","0.4508745074272156"
"53","0.4477328658103943","0.4477328658103943","0.4477328658103943","0.44664835929870605","0.44664835929870605","0.44664835929870605","0.44562986493110657","0.44562986493110657","0.44562986493110657","0.4626823365688324","0.4626823365688324","0.4626823365688324","0.4366040825843811","0.4366040825843811","0.4366040825843811","0.4390219449996948","0.4390219449996948","0.4390219449996948","0.42444756627082825","0.42444756627082825","0.42444756627082825","0.4297569990158081","0.4297569990158081","0.4297569990158081","0.44861161708831787","0.44861161708831787","0.44861161708831787","0.4424978196620941","0.4424978196620941","0.4424978196620941"
"54","0.4514440894126892","0.4514440894126892","0.4514440894126892","0.4556253254413605","0.4556253254413605","0.4556253254413605","0.45004552602767944","0.45004552602767944","0.45004552602767944","0.42927730083465576","0.42927730083465576","0.42927730083465576","0.44775235652923584","0.44775235652923584","0.44775235652923584","0.4250333607196808","0.4250333607196808","0.4250333607196808","0.44533467292785645","0.44533467292785645","0.44533467292785645","0.4443166255950928","0.4443166255950928","0.4443166255950928","0.44466355443000793","0.44466355443000793","0.44466355443000793","0.44263720512390137","0.44263720512390137","0.44263720512390137"
"55","0.41861554980278015","0.41861554980278015","0.41861554980278015","0.45705196261405945","0.45705196261405945","0.45705196261405945","0.46214526891708374","0.46214526891708374","0.46214526891708374","0.44451087713241577","0.44451087713241577","0.44451087713241577","0.46721190214157104","0.46721190214157104","0.46721190214157104","0.4223572015762329","0.4223572015762329","0.4223572015762329","0.45694226026535034","0.45694226026535034","0.45694226026535034","0.4504193663597107","0.4504193663597107","0.4504193663597107","0.4343434274196625","0.4343434274196625","0.4343434274196625","0.43050330877304077","0.43050330877304077","0.43050330877304077"
"56","0.405164510011673","0.405164510011673","0.405164510011673","0.44518932700157166","0.44518932700157166","0.44518932700157166","0.4740845263004303","0.4740845263004303","0.4740845263004303","0.4479007422924042","0.4479007422924042","0.4479007422924042","0.4611363410949707","0.4611363410949707","0.4611363410949707","0.43767890334129333","0.43767890334129333","0.43767890334129333","0.43257367610931396","0.43257367610931396","0.43257367610931396","0.43416789174079895","0.43416789174079895","0.43416789174079895","0.45194941759109497","0.45194941759109497","0.45194941759109497","0.42954355478286743","0.42954355478286743","0.42954355478286743"
"57","0.42138344049453735","0.42138344049453735","0.42138344049453735","0.434398889541626","0.434398889541626","0.434398889541626","0.49667972326278687","0.49667972326278687","0.49667972326278687","0.46442946791648865","0.46442946791648865","0.46442946791648865","0.47342678904533386","0.47342678904533386","0.47342678904533386","0.45388591289520264","0.45388591289520264","0.45388591289520264","0.4267028868198395","0.4267028868198395","0.4267028868198395","0.43359455466270447","0.43359455466270447","0.43359455466270447","0.46112874150276184","0.46112874150276184","0.46112874150276184","0.4558635652065277","0.4558635652065277","0.4558635652065277"
"58","0.4364474415779114","0.4364474415779114","0.4364474415779114","0.42946359515190125","0.42946359515190125","0.42946359515190125","0.522723913192749","0.522723913192749","0.522723913192749","0.46660658717155457","0.46660658717155457","0.46660658717155457","0.4741225838661194","0.4741225838661194","0.4741225838661194","0.4473719894886017","0.4473719894886017","0.4473719894886017","0.4317419230937958","0.4317419230937958","0.4317419230937958","0.4115225374698639","0.4115225374698639","0.4115225374698639","0.46063077449798584","0.46063077449798584","0.46063077449798584","0.46691685914993286","0.46691685914993286","0.46691685914993286"
"59","0.44631335139274597","0.44631335139274597","0.44631335139274597","0.43578416109085083","0.43578416109085083","0.43578416109085083","0.5053524971008301","0.5053524971008301","0.5053524971008301","0.47151488065719604","0.47151488065719604","0.47151488065719604","0.45409736037254333","0.45409736037254333","0.45409736037254333","0.4425252079963684","0.4425252079963684","0.4425252079963684","0.43889984488487244","0.43889984488487244","0.43889984488487244","0.43430814146995544","0.43430814146995544","0.43430814146995544","0.48027995228767395","0.48027995228767395","0.48027995228767395","0.4389868378639221","0.4389868378639221","0.4389868378639221"
"60","0.4576239585876465","0.4576239585876465","0.4576239585876465","0.4310174584388733","0.4310174584388733","0.4310174584388733","0.506020724773407","0.506020724773407","0.506020724773407","0.49197643995285034","0.49197643995285034","0.49197643995285034","0.4551161229610443","0.4551161229610443","0.4551161229610443","0.45295894145965576","0.45295894145965576","0.45295894145965576","0.43022221326828003","0.43022221326828003","0.43022221326828003","0.43694013357162476","0.43694013357162476","0.43694013357162476","0.4591396152973175","0.4591396152973175","0.4591396152973175","0.44377291202545166","0.44377291202545166","0.44377291202545166"
"61","0.46565571427345276","0.46565571427345276","0.46565571427345276","0.4248183071613312","0.4248183071613312","0.4248183071613312","0.47825631499290466","0.47825631499290466","0.47825631499290466","0.4987275302410126","0.4987275302410126","0.4987275302410126","0.45204898715019226","0.45204898715019226","0.45204898715019226","0.44263923168182373","0.44263923168182373","0.44263923168182373","0.4470527172088623","0.4470527172088623","0.4470527172088623","0.42362943291664124","0.42362943291664124","0.42362943291664124","0.4524875283241272","0.4524875283241272","0.4524875283241272","0.42102399468421936","0.42102399468421936","0.42102399468421936"
"62","0.4621467888355255","0.4621467888355255","0.4621467888355255","0.4270003139972687","0.4270003139972687","0.4270003139972687","0.47937747836112976","0.47937747836112976","0.47937747836112976","0.5016794800758362","0.5016794800758362","0.5016794800758362","0.4477328360080719","0.4477328360080719","0.4477328360080719","0.4549930989742279","0.4549930989742279","0.4549930989742279","0.4440460503101349","0.4440460503101349","0.4440460503101349","0.433245986700058","0.433245986700058","0.433245986700058","0.45291224122047424","0.45291224122047424","0.45291224122047424","0.4454290270805359","0.4454290270805359","0.4454290270805359"
"63","0.44452300667762756","0.44452300667762756","0.44452300667762756","0.4306669235229492","0.4306669235229492","0.4306669235229492","0.4817582368850708","0.4817582368850708","0.4817582368850708","0.48671889305114746","0.48671889305114746","0.48671889305114746","0.448971688747406","0.448971688747406","0.448971688747406","0.43919333815574646","0.43919333815574646","0.43919333815574646","0.47010934352874756","0.47010934352874756","0.47010934352874756","0.4450558125972748","0.4450558125972748","0.4450558125972748","0.4509100317955017","0.4509100317955017","0.4509100317955017","0.44341954588890076","0.44341954588890076","0.44341954588890076"
"64","0.42252540588378906","0.42252540588378906","0.42252540588378906","0.4442734718322754","0.4442734718322754","0.4442734718322754","0.4787042438983917","0.4787042438983917","0.4787042438983917","0.4505256712436676","0.4505256712436676","0.4505256712436676","0.46526068449020386","0.46526068449020386","0.46526068449020386","0.45050445199012756","0.45050445199012756","0.45050445199012756","0.46933677792549133","0.46933677792549133","0.46933677792549133","0.43103551864624023","0.43103551864624023","0.43103551864624023","0.45715805888175964","0.45715805888175964","0.45715805888175964","0.45970210433006287","0.45970210433006287","0.45970210433006287"
"65","0.4423797130584717","0.4423797130584717","0.4423797130584717","0.4767213463783264","0.4767213463783264","0.4767213463783264","0.49914902448654175","0.49914902448654175","0.49914902448654175","0.4398254156112671","0.4398254156112671","0.4398254156112671","0.45672473311424255","0.45672473311424255","0.45672473311424255","0.46997612714767456","0.46997612714767456","0.46997612714767456","0.4714112877845764","0.4714112877845764","0.4714112877845764","0.4245847165584564","0.4245847165584564","0.4245847165584564","0.4875613749027252","0.4875613749027252","0.4875613749027252","0.48181676864624023","0.48181676864624023","0.48181676864624023"
"66","0.469124972820282","0.469124972820282","0.469124972820282","0.4615341126918793","0.4615341126918793","0.4615341126918793","0.49673548340797424","0.49673548340797424","0.49673548340797424","0.45652347803115845","0.45652347803115845","0.45652347803115845","0.4588947296142578","0.4588947296142578","0.4588947296142578","0.4787438213825226","0.4787438213825226","0.4787438213825226","0.47161611914634705","0.47161611914634705","0.47161611914634705","0.4349575340747833","0.4349575340747833","0.4349575340747833","0.4664543867111206","0.4664543867111206","0.4664543867111206","0.47687429189682007","0.47687429189682007","0.47687429189682007"
"67","0.48377200961112976","0.48377200961112976","0.48377200961112976","0.44937625527381897","0.44937625527381897","0.44937625527381897","0.5008537769317627","0.5008537769317627","0.5008537769317627","0.47392717003822327","0.47392717003822327","0.47392717003822327","0.46777305006980896","0.46777305006980896","0.46777305006980896","0.4847623407840729","0.4847623407840729","0.4847623407840729","0.5019402503967285","0.5019402503967285","0.5019402503967285","0.4544614553451538","0.4544614553451538","0.4544614553451538","0.48642975091934204","0.48642975091934204","0.48642975091934204","0.46966129541397095","0.46966129541397095","0.46966129541397095"
"68","0.46526002883911133","0.46526002883911133","0.46526002883911133","0.44596168398857117","0.44596168398857117","0.44596168398857117","0.49198853969573975","0.49198853969573975","0.49198853969573975","0.47672516107559204","0.47672516107559204","0.47672516107559204","0.49697282910346985","0.49697282910346985","0.49697282910346985","0.4927371144294739","0.4927371144294739","0.4927371144294739","0.5144762396812439","0.5144762396812439","0.5144762396812439","0.4463218152523041","0.4463218152523041","0.4463218152523041","0.49662691354751587","0.49662691354751587","0.49662691354751587","0.4959847331047058","0.4959847331047058","0.4959847331047058"
"69","0.4520948529243469","0.4520948529243469","0.4520948529243469","0.4531034231185913","0.4531034231185913","0.4531034231185913","0.5033614635467529","0.5033614635467529","0.5033614635467529","0.48356297612190247","0.48356297612190247","0.48356297612190247","0.48401397466659546","0.48401397466659546","0.48401397466659546","0.513272225856781","0.513272225856781","0.513272225856781","0.5086444616317749","0.5086444616317749","0.5086444616317749","0.4184023141860962","0.4184023141860962","0.4184023141860962","0.5131419897079468","0.5131419897079468","0.5131419897079468","0.49877941608428955","0.49877941608428955","0.49877941608428955"
"70","0.4606689512729645","0.4606689512729645","0.4606689512729645","0.4552258849143982","0.4552258849143982","0.4552258849143982","0.5034440159797668","0.5034440159797668","0.5034440159797668","0.5015825629234314","0.5015825629234314","0.5015825629234314","0.4838487207889557","0.4838487207889557","0.4838487207889557","0.5198303461074829","0.5198303461074829","0.5198303461074829","0.49428313970565796","0.49428313970565796","0.49428313970565796","0.4298953115940094","0.4298953115940094","0.4298953115940094","0.5105971097946167","0.5105971097946167","0.5105971097946167","0.49419963359832764","0.49419963359832764","0.49419963359832764"
"71","0.46572035551071167","0.46572035551071167","0.46572035551071167","0.43494439125061035","0.43494439125061035","0.43494439125061035","0.5253170728683472","0.5253170728683472","0.5253170728683472","0.5246893763542175","0.5246893763542175","0.5246893763542175","0.48272737860679626","0.48272737860679626","0.48272737860679626","0.5077849626541138","0.5077849626541138","0.5077849626541138","0.49016904830932617","0.49016904830932617","0.49016904830932617","0.4411625266075134","0.4411625266075134","0.4411625266075134","0.5109026432037354","0.5109026432037354","0.5109026432037354","0.47113993763923645","0.47113993763923645","0.47113993763923645"
"72","0.4426567554473877","0.4426567554473877","0.4426567554473877","0.4718262553215027","0.4718262553215027","0.4718262553215027","0.541711151599884","0.541711151599884","0.541711151599884","0.5504082441329956","0.5504082441329956","0.5504082441329956","0.46607720851898193","0.46607720851898193","0.46607720851898193","0.49552369117736816","0.49552369117736816","0.49552369117736816","0.45733708143234253","0.45733708143234253","0.45733708143234253","0.44930675625801086","0.44930675625801086","0.44930675625801086","0.5104065537452698","0.5104065537452698","0.5104065537452698","0.45887085795402527","0.45887085795402527","0.45887085795402527"
"73","0.44057759642601013","0.44057759642601013","0.44057759642601013","0.48064395785331726","0.48064395785331726","0.48064395785331726","0.5460138916969299","0.5460138916969299","0.5460138916969299","0.4876500964164734","0.4876500964164734","0.4876500964164734","0.46471381187438965","0.46471381187438965","0.46471381187438965","0.46732190251350403","0.46732190251350403","0.46732190251350403","0.48145973682403564","0.48145973682403564","0.48145973682403564","0.43587586283683777","0.43587586283683777","0.43587586283683777","0.5140198469161987","0.5140198469161987","0.5140198469161987","0.45300543308258057","0.45300543308258057","0.45300543308258057"
"74","0.45959946513175964","0.45959946513175964","0.45959946513175964","0.46717679500579834","0.46717679500579834","0.46717679500579834","0.5366907715797424","0.5366907715797424","0.5366907715797424","0.48624053597450256","0.48624053597450256","0.48624053597450256","0.47878652811050415","0.47878652811050415","0.47878652811050415","0.4563417136669159","0.4563417136669159","0.4563417136669159","0.4888629615306854","0.4888629615306854","0.4888629615306854","0.42781099677085876","0.42781099677085876","0.42781099677085876","0.49189844727516174","0.49189844727516174","0.49189844727516174","0.4541454315185547","0.4541454315185547","0.4541454315185547"
"75","0.47853416204452515","0.47853416204452515","0.47853416204452515","0.45952314138412476","0.45952314138412476","0.45952314138412476","0.5379708409309387","0.5379708409309387","0.5379708409309387","0.4812000095844269","0.4812000095844269","0.4812000095844269","0.45458924770355225","0.45458924770355225","0.45458924770355225","0.4838480055332184","0.4838480055332184","0.4838480055332184","0.4748092591762543","0.4748092591762543","0.4748092591762543","0.44310662150382996","0.44310662150382996","0.44310662150382996","0.5059139132499695","0.5059139132499695","0.5059139132499695","0.43921399116516113","0.43921399116516113","0.43921399116516113"
"76","0.4848513603210449","0.4848513603210449","0.4848513603210449","0.45805081725120544","0.45805081725120544","0.45805081725120544","0.5631592869758606","0.5631592869758606","0.5631592869758606","0.4871557056903839","0.4871557056903839","0.4871557056903839","0.4761391282081604","0.4761391282081604","0.4761391282081604","0.5020710825920105","0.5020710825920105","0.5020710825920105","0.4819014072418213","0.4819014072418213","0.4819014072418213","0.4344346225261688","0.4344346225261688","0.4344346225261688","0.4981709122657776","0.4981709122657776","0.4981709122657776","0.46704337000846863","0.46704337000846863","0.46704337000846863"
"77","0.4995670020580292","0.4995670020580292","0.4995670020580292","0.47061270475387573","0.47061270475387573","0.47061270475387573","0.5613749027252197","0.5613749027252197","0.5613749027252197","0.4807761609554291","0.4807761609554291","0.4807761609554291","0.4828507900238037","0.4828507900238037","0.4828507900238037","0.5279261469841003","0.5279261469841003","0.5279261469841003","0.5046334266662598","0.5046334266662598","0.5046334266662598","0.47254613041877747","0.47254613041877747","0.47254613041877747","0.5214218497276306","0.5214218497276306","0.5214218497276306","0.453166127204895","0.453166127204895","0.453166127204895"
"78","0.5173179507255554","0.5173179507255554","0.5173179507255554","0.4866432845592499","0.4866432845592499","0.4866432845592499","0.5766670107841492","0.5766670107841492","0.5766670107841492","0.472557008266449","0.472557008266449","0.472557008266449","0.5200971961021423","0.5200971961021423","0.5200971961021423","0.5265636444091797","0.5265636444091797","0.5265636444091797","0.5040940642356873","0.5040940642356873","0.5040940642356873","0.485172301530838","0.485172301530838","0.485172301530838","0.5031035542488098","0.5031035542488098","0.5031035542488098","0.49137434363365173","0.49137434363365173","0.49137434363365173"
"79","0.5224442481994629","0.5224442481994629","0.5224442481994629","0.5117115378379822","0.5117115378379822","0.5117115378379822","0.551942765712738","0.551942765712738","0.551942765712738","0.5056062340736389","0.5056062340736389","0.5056062340736389","0.5266398787498474","0.5266398787498474","0.5266398787498474","0.5297800302505493","0.5297800302505493","0.5297800302505493","0.5086896419525146","0.5086896419525146","0.5086896419525146","0.4895339012145996","0.4895339012145996","0.4895339012145996","0.4935016632080078","0.4935016632080078","0.4935016632080078","0.4999788701534271","0.4999788701534271","0.4999788701534271"
"80","0.48395097255706787","0.48395097255706787","0.48395097255706787","0.4768804907798767","0.4768804907798767","0.4768804907798767","0.5704494118690491","0.5704494118690491","0.5704494118690491","0.5185894966125488","0.5185894966125488","0.5185894966125488","0.5034605264663696","0.5034605264663696","0.5034605264663696","0.5310758352279663","0.5310758352279663","0.5310758352279663","0.5127151608467102","0.5127151608467102","0.5127151608467102","0.4852849245071411","0.4852849245071411","0.4852849245071411","0.5172513723373413","0.5172513723373413","0.5172513723373413","0.5048509836196899","0.5048509836196899","0.5048509836196899"
"81","0.5085951089859009","0.5085951089859009","0.5085951089859009","0.45207950472831726","0.45207950472831726","0.45207950472831726","0.5818101763725281","0.5818101763725281","0.5818101763725281","0.5126230120658875","0.5126230120658875","0.5126230120658875","0.4814342260360718","0.4814342260360718","0.4814342260360718","0.5446180701255798","0.5446180701255798","0.5446180701255798","0.5205805897712708","0.5205805897712708","0.5205805897712708","0.4607130289077759","0.4607130289077759","0.4607130289077759","0.5196573734283447","0.5196573734283447","0.5196573734283447","0.48975759744644165","0.48975759744644165","0.48975759744644165"
"82","0.5283634662628174","0.5283634662628174","0.5283634662628174","0.44872575998306274","0.44872575998306274","0.44872575998306274","0.5660330653190613","0.5660330653190613","0.5660330653190613","0.5259425044059753","0.5259425044059753","0.5259425044059753","0.5024608969688416","0.5024608969688416","0.5024608969688416","0.5369125604629517","0.5369125604629517","0.5369125604629517","0.5011516213417053","0.5011516213417053","0.5011516213417053","0.45056766271591187","0.45056766271591187","0.45056766271591187","0.49436572194099426","0.49436572194099426","0.49436572194099426","0.46205025911331177","0.46205025911331177","0.46205025911331177"
