"Step","combined_9_GN1_1p - weights/ekman","combined_9_GN1_1p - weights/ekman__MIN","combined_9_GN1_1p - weights/ekman__MAX","combined_10_GN1_1p - weights/ekman","combined_10_GN1_1p - weights/ekman__MIN","combined_10_GN1_1p - weights/ekman__MAX","combined_8_GN1_1p - weights/ekman","combined_8_GN1_1p - weights/ekman__MIN","combined_8_GN1_1p - weights/ekman__MAX","combined_7_GN1_1p - weights/ekman","combined_7_GN1_1p - weights/ekman__MIN","combined_7_GN1_1p - weights/ekman__MAX","combined_6_GN1_1p - weights/ekman","combined_6_GN1_1p - weights/ekman__MIN","combined_6_GN1_1p - weights/ekman__MAX","combined_5_GN1_1p - weights/ekman","combined_5_GN1_1p - weights/ekman__MIN","combined_5_GN1_1p - weights/ekman__MAX","combined_4_GN1_1p - weights/ekman","combined_4_GN1_1p - weights/ekman__MIN","combined_4_GN1_1p - weights/ekman__MAX","combined_3_GN1_1p - weights/ekman","combined_3_GN1_1p - weights/ekman__MIN","combined_3_GN1_1p - weights/ekman__MAX","combined_2_GN1_1p - weights/ekman","combined_2_GN1_1p - weights/ekman__MIN","combined_2_GN1_1p - weights/ekman__MAX","combined_1_GN1_1p - weights/ekman","combined_1_GN1_1p - weights/ekman__MIN","combined_1_GN1_1p - weights/ekman__MAX"
"35","1.2239173650741577","1.2239173650741577","1.2239173650741577","1.2151857614517212","1.2151857614517212","1.2151857614517212","1.070135235786438","1.070135235786438","1.070135235786438","1.0729378461837769","1.0729378461837769","1.0729378461837769","1.1947357654571533","1.1947357654571533","1.1947357654571533","1.2123408317565918","1.2123408317565918","1.2123408317565918","1.2037674188613892","1.2037674188613892","1.2037674188613892","1.2092570066452026","1.2092570066452026","1.2092570066452026","1.0946656465530396","1.0946656465530396","1.0946656465530396","1.2058658599853516","1.2058658599853516","1.2058658599853516"
"36","1.2257192134857178","1.2257192134857178","1.2257192134857178","1.1921758651733398","1.1921758651733398","1.1921758651733398","1.065128207206726","1.065128207206726","1.065128207206726","1.076566219329834","1.076566219329834","1.076566219329834","1.1832913160324097","1.1832913160324097","1.1832913160324097","1.1996846199035645","1.1996846199035645","1.1996846199035645","1.2117946147918701","1.2117946147918701","1.2117946147918701","1.1898123025894165","1.1898123025894165","1.1898123025894165","1.0758565664291382","1.0758565664291382","1.0758565664291382","1.2147949934005737","1.2147949934005737","1.2147949934005737"
"37","1.215940237045288","1.215940237045288","1.215940237045288","1.207568883895874","1.207568883895874","1.207568883895874","1.0606372356414795","1.0606372356414795","1.0606372356414795","1.0776537656784058","1.0776537656784058","1.0776537656784058","1.174741268157959","1.174741268157959","1.174741268157959","1.184413194656372","1.184413194656372","1.184413194656372","1.1943750381469727","1.1943750381469727","1.1943750381469727","1.161202311515808","1.161202311515808","1.161202311515808","1.056018590927124","1.056018590927124","1.056018590927124","1.2196794748306274","1.2196794748306274","1.2196794748306274"
"38","1.2103750705718994","1.2103750705718994","1.2103750705718994","1.2144793272018433","1.2144793272018433","1.2144793272018433","1.0596157312393188","1.0596157312393188","1.0596157312393188","1.0796339511871338","1.0796339511871338","1.0796339511871338","1.1834063529968262","1.1834063529968262","1.1834063529968262","1.1935069561004639","1.1935069561004639","1.1935069561004639","1.1725218296051025","1.1725218296051025","1.1725218296051025","1.1714003086090088","1.1714003086090088","1.1714003086090088","1.0746979713439941","1.0746979713439941","1.0746979713439941","1.218138575553894","1.218138575553894","1.218138575553894"
"39","1.1975548267364502","1.1975548267364502","1.1975548267364502","1.2148386240005493","1.2148386240005493","1.2148386240005493","1.0772660970687866","1.0772660970687866","1.0772660970687866","1.0585585832595825","1.0585585832595825","1.0585585832595825","1.169616937637329","1.169616937637329","1.169616937637329","1.2240486145019531","1.2240486145019531","1.2240486145019531","1.1711112260818481","1.1711112260818481","1.1711112260818481","1.1437979936599731","1.1437979936599731","1.1437979936599731","1.0722016096115112","1.0722016096115112","1.0722016096115112","1.2250570058822632","1.2250570058822632","1.2250570058822632"
"40","1.2005369663238525","1.2005369663238525","1.2005369663238525","1.2103102207183838","1.2103102207183838","1.2103102207183838","1.0983332395553589","1.0983332395553589","1.0983332395553589","1.0749297142028809","1.0749297142028809","1.0749297142028809","1.1615926027297974","1.1615926027297974","1.1615926027297974","1.2087827920913696","1.2087827920913696","1.2087827920913696","1.1676359176635742","1.1676359176635742","1.1676359176635742","1.1336734294891357","1.1336734294891357","1.1336734294891357","1.0507878065109253","1.0507878065109253","1.0507878065109253","1.18875253200531","1.18875253200531","1.18875253200531"
"41","1.1861932277679443","1.1861932277679443","1.1861932277679443","1.2199852466583252","1.2199852466583252","1.2199852466583252","1.0857110023498535","1.0857110023498535","1.0857110023498535","1.0937330722808838","1.0937330722808838","1.0937330722808838","1.1676186323165894","1.1676186323165894","1.1676186323165894","1.1689236164093018","1.1689236164093018","1.1689236164093018","1.1616663932800293","1.1616663932800293","1.1616663932800293","1.156698226928711","1.156698226928711","1.156698226928711","1.0425466299057007","1.0425466299057007","1.0425466299057007","1.1841316223144531","1.1841316223144531","1.1841316223144531"
"42","1.1647056341171265","1.1647056341171265","1.1647056341171265","1.1844631433486938","1.1844631433486938","1.1844631433486938","1.0677638053894043","1.0677638053894043","1.0677638053894043","1.0533447265625","1.0533447265625","1.0533447265625","1.1730103492736816","1.1730103492736816","1.1730103492736816","1.1358729600906372","1.1358729600906372","1.1358729600906372","1.147025227546692","1.147025227546692","1.147025227546692","1.1607859134674072","1.1607859134674072","1.1607859134674072","1.0507192611694336","1.0507192611694336","1.0507192611694336","1.1581910848617554","1.1581910848617554","1.1581910848617554"
"43","1.1464922428131104","1.1464922428131104","1.1464922428131104","1.1571216583251953","1.1571216583251953","1.1571216583251953","1.0436171293258667","1.0436171293258667","1.0436171293258667","1.0384700298309326","1.0384700298309326","1.0384700298309326","1.1668798923492432","1.1668798923492432","1.1668798923492432","1.1183583736419678","1.1183583736419678","1.1183583736419678","1.149503469467163","1.149503469467163","1.149503469467163","1.133222222328186","1.133222222328186","1.133222222328186","1.028182864189148","1.028182864189148","1.028182864189148","1.1808725595474243","1.1808725595474243","1.1808725595474243"
"44","1.1216504573822021","1.1216504573822021","1.1216504573822021","1.144723653793335","1.144723653793335","1.144723653793335","1.0513813495635986","1.0513813495635986","1.0513813495635986","1.0499039888381958","1.0499039888381958","1.0499039888381958","1.1645851135253906","1.1645851135253906","1.1645851135253906","1.1137624979019165","1.1137624979019165","1.1137624979019165","1.1573294401168823","1.1573294401168823","1.1573294401168823","1.130593180656433","1.130593180656433","1.130593180656433","1.0360238552093506","1.0360238552093506","1.0360238552093506","1.1888271570205688","1.1888271570205688","1.1888271570205688"
"45","1.1263236999511719","1.1263236999511719","1.1263236999511719","1.1549072265625","1.1549072265625","1.1549072265625","1.06317138671875","1.06317138671875","1.06317138671875","1.0535095930099487","1.0535095930099487","1.0535095930099487","1.1645807027816772","1.1645807027816772","1.1645807027816772","1.1367480754852295","1.1367480754852295","1.1367480754852295","1.179559588432312","1.179559588432312","1.179559588432312","1.117883563041687","1.117883563041687","1.117883563041687","1.023709774017334","1.023709774017334","1.023709774017334","1.1846868991851807","1.1846868991851807","1.1846868991851807"
"46","1.1157690286636353","1.1157690286636353","1.1157690286636353","1.1569234132766724","1.1569234132766724","1.1569234132766724","1.0540372133255005","1.0540372133255005","1.0540372133255005","1.0284100770950317","1.0284100770950317","1.0284100770950317","1.1410748958587646","1.1410748958587646","1.1410748958587646","1.1347423791885376","1.1347423791885376","1.1347423791885376","1.138136625289917","1.138136625289917","1.138136625289917","1.109744668006897","1.109744668006897","1.109744668006897","1.0225105285644531","1.0225105285644531","1.0225105285644531","1.1716617345809937","1.1716617345809937","1.1716617345809937"
"47","1.1067779064178467","1.1067779064178467","1.1067779064178467","1.1718335151672363","1.1718335151672363","1.1718335151672363","1.0711309909820557","1.0711309909820557","1.0711309909820557","1.0076770782470703","1.0076770782470703","1.0076770782470703","1.1555101871490479","1.1555101871490479","1.1555101871490479","1.1320117712020874","1.1320117712020874","1.1320117712020874","1.1451797485351562","1.1451797485351562","1.1451797485351562","1.109512209892273","1.109512209892273","1.109512209892273","1.0136674642562866","1.0136674642562866","1.0136674642562866","1.1548162698745728","1.1548162698745728","1.1548162698745728"
"48","1.1110074520111084","1.1110074520111084","1.1110074520111084","1.1512364149093628","1.1512364149093628","1.1512364149093628","1.057285189628601","1.057285189628601","1.057285189628601","0.9785516262054443","0.9785516262054443","0.9785516262054443","1.147743821144104","1.147743821144104","1.147743821144104","1.1288737058639526","1.1288737058639526","1.1288737058639526","1.1457512378692627","1.1457512378692627","1.1457512378692627","1.1171599626541138","1.1171599626541138","1.1171599626541138","0.9877381324768066","0.9877381324768066","0.9877381324768066","1.1745061874389648","1.1745061874389648","1.1745061874389648"
"49","1.102202296257019","1.102202296257019","1.102202296257019","1.152147650718689","1.152147650718689","1.152147650718689","1.0491607189178467","1.0491607189178467","1.0491607189178467","0.9773121476173401","0.9773121476173401","0.9773121476173401","1.1171972751617432","1.1171972751617432","1.1171972751617432","1.1213692426681519","1.1213692426681519","1.1213692426681519","1.150911569595337","1.150911569595337","1.150911569595337","1.1188170909881592","1.1188170909881592","1.1188170909881592","0.9920489192008972","0.9920489192008972","0.9920489192008972","1.1781184673309326","1.1781184673309326","1.1781184673309326"
"50","1.1003170013427734","1.1003170013427734","1.1003170013427734","1.1343969106674194","1.1343969106674194","1.1343969106674194","1.0411982536315918","1.0411982536315918","1.0411982536315918","0.9822602272033691","0.9822602272033691","0.9822602272033691","1.1147277355194092","1.1147277355194092","1.1147277355194092","1.1218302249908447","1.1218302249908447","1.1218302249908447","1.1282877922058105","1.1282877922058105","1.1282877922058105","1.120944857597351","1.120944857597351","1.120944857597351","0.9869856834411621","0.9869856834411621","0.9869856834411621","1.154860019683838","1.154860019683838","1.154860019683838"
"51","1.1237115859985352","1.1237115859985352","1.1237115859985352","1.135055661201477","1.135055661201477","1.135055661201477","1.0207499265670776","1.0207499265670776","1.0207499265670776","0.9830460548400879","0.9830460548400879","0.9830460548400879","1.11489999294281","1.11489999294281","1.11489999294281","1.1108503341674805","1.1108503341674805","1.1108503341674805","1.1032986640930176","1.1032986640930176","1.1032986640930176","1.1165852546691895","1.1165852546691895","1.1165852546691895","1.0021893978118896","1.0021893978118896","1.0021893978118896","1.1448729038238525","1.1448729038238525","1.1448729038238525"
"52","1.107526421546936","1.107526421546936","1.107526421546936","1.1255054473876953","1.1255054473876953","1.1255054473876953","1.0105990171432495","1.0105990171432495","1.0105990171432495","0.9785507917404175","0.9785507917404175","0.9785507917404175","1.1160081624984741","1.1160081624984741","1.1160081624984741","1.0963317155838013","1.0963317155838013","1.0963317155838013","1.0912213325500488","1.0912213325500488","1.0912213325500488","1.0994341373443604","1.0994341373443604","1.0994341373443604","0.9726677536964417","0.9726677536964417","0.9726677536964417","1.1472406387329102","1.1472406387329102","1.1472406387329102"
"53","1.10348379611969","1.10348379611969","1.10348379611969","1.1090768575668335","1.1090768575668335","1.1090768575668335","1.002010703086853","1.002010703086853","1.002010703086853","0.9554070830345154","0.9554070830345154","0.9554070830345154","1.0932739973068237","1.0932739973068237","1.0932739973068237","1.0976866483688354","1.0976866483688354","1.0976866483688354","1.0894609689712524","1.0894609689712524","1.0894609689712524","1.090257167816162","1.090257167816162","1.090257167816162","0.9908753037452698","0.9908753037452698","0.9908753037452698","1.1604206562042236","1.1604206562042236","1.1604206562042236"
"54","1.0821458101272583","1.0821458101272583","1.0821458101272583","1.09982430934906","1.09982430934906","1.09982430934906","1.013819932937622","1.013819932937622","1.013819932937622","0.9642522931098938","0.9642522931098938","0.9642522931098938","1.0836467742919922","1.0836467742919922","1.0836467742919922","1.101775050163269","1.101775050163269","1.101775050163269","1.0762739181518555","1.0762739181518555","1.0762739181518555","1.0642532110214233","1.0642532110214233","1.0642532110214233","0.9846526980400085","0.9846526980400085","0.9846526980400085","1.1458114385604858","1.1458114385604858","1.1458114385604858"
"55","1.0947524309158325","1.0947524309158325","1.0947524309158325","1.0927456617355347","1.0927456617355347","1.0927456617355347","1.0079623460769653","1.0079623460769653","1.0079623460769653","0.9669296741485596","0.9669296741485596","0.9669296741485596","1.065446138381958","1.065446138381958","1.065446138381958","1.0920594930648804","1.0920594930648804","1.0920594930648804","1.0830650329589844","1.0830650329589844","1.0830650329589844","1.0182032585144043","1.0182032585144043","1.0182032585144043","0.9799090623855591","0.9799090623855591","0.9799090623855591","1.1320902109146118","1.1320902109146118","1.1320902109146118"
"56","1.1092971563339233","1.1092971563339233","1.1092971563339233","1.1012581586837769","1.1012581586837769","1.1012581586837769","1.0018175840377808","1.0018175840377808","1.0018175840377808","0.9790971875190735","0.9790971875190735","0.9790971875190735","1.0901204347610474","1.0901204347610474","1.0901204347610474","1.0774047374725342","1.0774047374725342","1.0774047374725342","1.0993280410766602","1.0993280410766602","1.0993280410766602","1.0272891521453857","1.0272891521453857","1.0272891521453857","0.9619142413139343","0.9619142413139343","0.9619142413139343","1.1443451642990112","1.1443451642990112","1.1443451642990112"
"57","1.1036769151687622","1.1036769151687622","1.1036769151687622","1.097947120666504","1.097947120666504","1.097947120666504","0.9903796315193176","0.9903796315193176","0.9903796315193176","0.9670053124427795","0.9670053124427795","0.9670053124427795","1.1094380617141724","1.1094380617141724","1.1094380617141724","1.0572259426116943","1.0572259426116943","1.0572259426116943","1.0993590354919434","1.0993590354919434","1.0993590354919434","1.0330793857574463","1.0330793857574463","1.0330793857574463","0.95450758934021","0.95450758934021","0.95450758934021","1.1406158208847046","1.1406158208847046","1.1406158208847046"
"58","1.0902193784713745","1.0902193784713745","1.0902193784713745","1.1028826236724854","1.1028826236724854","1.1028826236724854","0.9620828628540039","0.9620828628540039","0.9620828628540039","0.9797967672348022","0.9797967672348022","0.9797967672348022","1.1243151426315308","1.1243151426315308","1.1243151426315308","1.078244686126709","1.078244686126709","1.078244686126709","1.1134151220321655","1.1134151220321655","1.1134151220321655","1.0324543714523315","1.0324543714523315","1.0324543714523315","0.9687561392784119","0.9687561392784119","0.9687561392784119","1.1141331195831299","1.1141331195831299","1.1141331195831299"
"59","1.1005431413650513","1.1005431413650513","1.1005431413650513","1.0911204814910889","1.0911204814910889","1.0911204814910889","0.9723794460296631","0.9723794460296631","0.9723794460296631","0.9692797660827637","0.9692797660827637","0.9692797660827637","1.1049565076828003","1.1049565076828003","1.1049565076828003","1.083118200302124","1.083118200302124","1.083118200302124","1.1017762422561646","1.1017762422561646","1.1017762422561646","1.0238221883773804","1.0238221883773804","1.0238221883773804","0.9663823246955872","0.9663823246955872","0.9663823246955872","1.1235244274139404","1.1235244274139404","1.1235244274139404"
"60","1.075108528137207","1.075108528137207","1.075108528137207","1.0804458856582642","1.0804458856582642","1.0804458856582642","0.9619794487953186","0.9619794487953186","0.9619794487953186","0.9379538297653198","0.9379538297653198","0.9379538297653198","1.0949766635894775","1.0949766635894775","1.0949766635894775","1.0650242567062378","1.0650242567062378","1.0650242567062378","1.0963186025619507","1.0963186025619507","1.0963186025619507","1.0471163988113403","1.0471163988113403","1.0471163988113403","0.9604965448379517","0.9604965448379517","0.9604965448379517","1.1068800687789917","1.1068800687789917","1.1068800687789917"
"61","1.0562641620635986","1.0562641620635986","1.0562641620635986","1.089874505996704","1.089874505996704","1.089874505996704","0.9564960598945618","0.9564960598945618","0.9564960598945618","0.9192590713500977","0.9192590713500977","0.9192590713500977","1.09977126121521","1.09977126121521","1.09977126121521","1.0755504369735718","1.0755504369735718","1.0755504369735718","1.0892910957336426","1.0892910957336426","1.0892910957336426","1.0365517139434814","1.0365517139434814","1.0365517139434814","0.9652144908905029","0.9652144908905029","0.9652144908905029","1.1159019470214844","1.1159019470214844","1.1159019470214844"
"62","1.0351513624191284","1.0351513624191284","1.0351513624191284","1.0831396579742432","1.0831396579742432","1.0831396579742432","0.9774294495582581","0.9774294495582581","0.9774294495582581","0.9170421361923218","0.9170421361923218","0.9170421361923218","1.079236626625061","1.079236626625061","1.079236626625061","1.0635720491409302","1.0635720491409302","1.0635720491409302","1.080248475074768","1.080248475074768","1.080248475074768","1.0322482585906982","1.0322482585906982","1.0322482585906982","0.9622495174407959","0.9622495174407959","0.9622495174407959","1.086713433265686","1.086713433265686","1.086713433265686"
"63","1.0439343452453613","1.0439343452453613","1.0439343452453613","1.0860083103179932","1.0860083103179932","1.0860083103179932","0.9786608815193176","0.9786608815193176","0.9786608815193176","0.9050490260124207","0.9050490260124207","0.9050490260124207","1.078721284866333","1.078721284866333","1.078721284866333","1.0663304328918457","1.0663304328918457","1.0663304328918457","1.0649774074554443","1.0649774074554443","1.0649774074554443","1.0384888648986816","1.0384888648986816","1.0384888648986816","0.9448535442352295","0.9448535442352295","0.9448535442352295","1.09694504737854","1.09694504737854","1.09694504737854"
"64","1.059063196182251","1.059063196182251","1.059063196182251","1.0807781219482422","1.0807781219482422","1.0807781219482422","0.9609584808349609","0.9609584808349609","0.9609584808349609","0.9203389286994934","0.9203389286994934","0.9203389286994934","1.0650339126586914","1.0650339126586914","1.0650339126586914","1.064944863319397","1.064944863319397","1.064944863319397","1.0589630603790283","1.0589630603790283","1.0589630603790283","1.0562981367111206","1.0562981367111206","1.0562981367111206","0.9402247667312622","0.9402247667312622","0.9402247667312622","1.0909487009048462","1.0909487009048462","1.0909487009048462"
"65","1.0588889122009277","1.0588889122009277","1.0588889122009277","1.0557454824447632","1.0557454824447632","1.0557454824447632","0.9447724223136902","0.9447724223136902","0.9447724223136902","0.9439358711242676","0.9439358711242676","0.9439358711242676","1.0805692672729492","1.0805692672729492","1.0805692672729492","1.0501141548156738","1.0501141548156738","1.0501141548156738","1.064577341079712","1.064577341079712","1.064577341079712","1.067579746246338","1.067579746246338","1.067579746246338","0.9472870826721191","0.9472870826721191","0.9472870826721191","1.0965335369110107","1.0965335369110107","1.0965335369110107"
"66","1.0440348386764526","1.0440348386764526","1.0440348386764526","1.046682357788086","1.046682357788086","1.046682357788086","0.9368853569030762","0.9368853569030762","0.9368853569030762","0.943461537361145","0.943461537361145","0.943461537361145","1.0890376567840576","1.0890376567840576","1.0890376567840576","1.047818660736084","1.047818660736084","1.047818660736084","1.0579837560653687","1.0579837560653687","1.0579837560653687","1.0504357814788818","1.0504357814788818","1.0504357814788818","0.9562904834747314","0.9562904834747314","0.9562904834747314","1.1067005395889282","1.1067005395889282","1.1067005395889282"
"67","1.0310450792312622","1.0310450792312622","1.0310450792312622","1.0571057796478271","1.0571057796478271","1.0571057796478271","0.9348769187927246","0.9348769187927246","0.9348769187927246","0.926746129989624","0.926746129989624","0.926746129989624","1.0855565071105957","1.0855565071105957","1.0855565071105957","1.0420331954956055","1.0420331954956055","1.0420331954956055","1.0575765371322632","1.0575765371322632","1.0575765371322632","1.0315885543823242","1.0315885543823242","1.0315885543823242","0.9543295502662659","0.9543295502662659","0.9543295502662659","1.0978262424468994","1.0978262424468994","1.0978262424468994"
"68","1.0476855039596558","1.0476855039596558","1.0476855039596558","1.065541386604309","1.065541386604309","1.065541386604309","0.9344515204429626","0.9344515204429626","0.9344515204429626","0.918858528137207","0.918858528137207","0.918858528137207","1.0387916564941406","1.0387916564941406","1.0387916564941406","1.0443379878997803","1.0443379878997803","1.0443379878997803","1.0536969900131226","1.0536969900131226","1.0536969900131226","1.0308424234390259","1.0308424234390259","1.0308424234390259","0.9378652572631836","0.9378652572631836","0.9378652572631836","1.0665316581726074","1.0665316581726074","1.0665316581726074"
"69","1.048503041267395","1.048503041267395","1.048503041267395","1.0688450336456299","1.0688450336456299","1.0688450336456299","0.9308823943138123","0.9308823943138123","0.9308823943138123","0.9357447028160095","0.9357447028160095","0.9357447028160095","1.0567331314086914","1.0567331314086914","1.0567331314086914","1.0202850103378296","1.0202850103378296","1.0202850103378296","1.0423871278762817","1.0423871278762817","1.0423871278762817","1.0221760272979736","1.0221760272979736","1.0221760272979736","0.9026116132736206","0.9026116132736206","0.9026116132736206","1.0544931888580322","1.0544931888580322","1.0544931888580322"
"70","1.0374798774719238","1.0374798774719238","1.0374798774719238","1.0700769424438477","1.0700769424438477","1.0700769424438477","0.9299464225769043","0.9299464225769043","0.9299464225769043","0.9347736835479736","0.9347736835479736","0.9347736835479736","1.0470333099365234","1.0470333099365234","1.0470333099365234","1.0128765106201172","1.0128765106201172","1.0128765106201172","1.0459578037261963","1.0459578037261963","1.0459578037261963","1.0106537342071533","1.0106537342071533","1.0106537342071533","0.9177895784378052","0.9177895784378052","0.9177895784378052","1.0556946992874146","1.0556946992874146","1.0556946992874146"
"71","1.0309276580810547","1.0309276580810547","1.0309276580810547","1.0706685781478882","1.0706685781478882","1.0706685781478882","0.9097720980644226","0.9097720980644226","0.9097720980644226","0.9129065871238708","0.9129065871238708","0.9129065871238708","1.0268621444702148","1.0268621444702148","1.0268621444702148","1.025181770324707","1.025181770324707","1.025181770324707","1.0325013399124146","1.0325013399124146","1.0325013399124146","1.0174890756607056","1.0174890756607056","1.0174890756607056","0.9203804135322571","0.9203804135322571","0.9203804135322571","1.0797507762908936","1.0797507762908936","1.0797507762908936"
"72","1.0299144983291626","1.0299144983291626","1.0299144983291626","1.0321837663650513","1.0321837663650513","1.0321837663650513","0.8942873477935791","0.8942873477935791","0.8942873477935791","0.8939154148101807","0.8939154148101807","0.8939154148101807","1.023543357849121","1.023543357849121","1.023543357849121","1.0388283729553223","1.0388283729553223","1.0388283729553223","1.0542958974838257","1.0542958974838257","1.0542958974838257","1.0053337812423706","1.0053337812423706","1.0053337812423706","0.9165305495262146","0.9165305495262146","0.9165305495262146","1.0848569869995117","1.0848569869995117","1.0848569869995117"
"73","1.013511061668396","1.013511061668396","1.013511061668396","1.018528938293457","1.018528938293457","1.018528938293457","0.881472110748291","0.881472110748291","0.881472110748291","0.9133825302124023","0.9133825302124023","0.9133825302124023","1.0177117586135864","1.0177117586135864","1.0177117586135864","1.0486319065093994","1.0486319065093994","1.0486319065093994","1.052067756652832","1.052067756652832","1.052067756652832","1.012448787689209","1.012448787689209","1.012448787689209","0.9104295372962952","0.9104295372962952","0.9104295372962952","1.0783953666687012","1.0783953666687012","1.0783953666687012"
"74","1.0212304592132568","1.0212304592132568","1.0212304592132568","1.019094705581665","1.019094705581665","1.019094705581665","0.8929040431976318","0.8929040431976318","0.8929040431976318","0.9259427189826965","0.9259427189826965","0.9259427189826965","1.0108966827392578","1.0108966827392578","1.0108966827392578","1.0667905807495117","1.0667905807495117","1.0667905807495117","1.045579433441162","1.045579433441162","1.045579433441162","1.03016996383667","1.03016996383667","1.03016996383667","0.920672595500946","0.920672595500946","0.920672595500946","1.0694301128387451","1.0694301128387451","1.0694301128387451"
"75","1.0102375745773315","1.0102375745773315","1.0102375745773315","1.031090497970581","1.031090497970581","1.031090497970581","0.9081928730010986","0.9081928730010986","0.9081928730010986","0.917461097240448","0.917461097240448","0.917461097240448","1.0233747959136963","1.0233747959136963","1.0233747959136963","1.0362188816070557","1.0362188816070557","1.0362188816070557","1.0501484870910645","1.0501484870910645","1.0501484870910645","1.0100349187850952","1.0100349187850952","1.0100349187850952","0.9259617328643799","0.9259617328643799","0.9259617328643799","1.0805597305297852","1.0805597305297852","1.0805597305297852"
"76","1.0061784982681274","1.0061784982681274","1.0061784982681274","1.0252578258514404","1.0252578258514404","1.0252578258514404","0.9004820585250854","0.9004820585250854","0.9004820585250854","0.9293297529220581","0.9293297529220581","0.9293297529220581","1.0217351913452148","1.0217351913452148","1.0217351913452148","1.0186551809310913","1.0186551809310913","1.0186551809310913","1.0430536270141602","1.0430536270141602","1.0430536270141602","1.01968252658844","1.01968252658844","1.01968252658844","0.9327609539031982","0.9327609539031982","0.9327609539031982","1.072242259979248","1.072242259979248","1.072242259979248"
"77","0.9997157454490662","0.9997157454490662","0.9997157454490662","1.038459300994873","1.038459300994873","1.038459300994873","0.9060922265052795","0.9060922265052795","0.9060922265052795","0.9372346997261047","0.9372346997261047","0.9372346997261047","1.020430564880371","1.020430564880371","1.020430564880371","0.9984148740768433","0.9984148740768433","0.9984148740768433","1.0412564277648926","1.0412564277648926","1.0412564277648926","0.9884001016616821","0.9884001016616821","0.9884001016616821","0.9239333868026733","0.9239333868026733","0.9239333868026733","1.079396367073059","1.079396367073059","1.079396367073059"
"78","0.9778537750244141","0.9778537750244141","0.9778537750244141","1.0465162992477417","1.0465162992477417","1.0465162992477417","0.898530900478363","0.898530900478363","0.898530900478363","0.9356619715690613","0.9356619715690613","0.9356619715690613","1.0206114053726196","1.0206114053726196","1.0206114053726196","0.9882230162620544","0.9882230162620544","0.9882230162620544","1.0477244853973389","1.0477244853973389","1.0477244853973389","0.9859618544578552","0.9859618544578552","0.9859618544578552","0.9130280613899231","0.9130280613899231","0.9130280613899231","1.0475618839263916","1.0475618839263916","1.0475618839263916"
"79","0.9761911034584045","0.9761911034584045","0.9761911034584045","1.008439064025879","1.008439064025879","1.008439064025879","0.8999087810516357","0.8999087810516357","0.8999087810516357","0.9155157804489136","0.9155157804489136","0.9155157804489136","1.0157231092453003","1.0157231092453003","1.0157231092453003","0.987942636013031","0.987942636013031","0.987942636013031","1.0547837018966675","1.0547837018966675","1.0547837018966675","0.9881870746612549","0.9881870746612549","0.9881870746612549","0.913669764995575","0.913669764995575","0.913669764995575","1.0425587892532349","1.0425587892532349","1.0425587892532349"
"80","1.002447485923767","1.002447485923767","1.002447485923767","1.027585506439209","1.027585506439209","1.027585506439209","0.899893581867218","0.899893581867218","0.899893581867218","0.900590181350708","0.900590181350708","0.900590181350708","1.0168640613555908","1.0168640613555908","1.0168640613555908","1.0075141191482544","1.0075141191482544","1.0075141191482544","1.041206955909729","1.041206955909729","1.041206955909729","1.0131449699401855","1.0131449699401855","1.0131449699401855","0.9046633839607239","0.9046633839607239","0.9046633839607239","1.037070631980896","1.037070631980896","1.037070631980896"
"81","0.9944738149642944","0.9944738149642944","0.9944738149642944","1.0348087549209595","1.0348087549209595","1.0348087549209595","0.8884457945823669","0.8884457945823669","0.8884457945823669","0.8941170573234558","0.8941170573234558","0.8941170573234558","1.014100432395935","1.014100432395935","1.014100432395935","0.9991125464439392","0.9991125464439392","0.9991125464439392","1.017130732536316","1.017130732536316","1.017130732536316","1.0289621353149414","1.0289621353149414","1.0289621353149414","0.8982532620429993","0.8982532620429993","0.8982532620429993","1.049315094947815","1.049315094947815","1.049315094947815"
"82","0.9724893569946289","0.9724893569946289","0.9724893569946289","1.053975224494934","1.053975224494934","1.053975224494934","0.8970076441764832","0.8970076441764832","0.8970076441764832","0.8947290182113647","0.8947290182113647","0.8947290182113647","1.0179426670074463","1.0179426670074463","1.0179426670074463","1.0007624626159668","1.0007624626159668","1.0007624626159668","1.000867247581482","1.000867247581482","1.000867247581482","1.024225115776062","1.024225115776062","1.024225115776062","0.9339609146118164","0.9339609146118164","0.9339609146118164","1.0577698945999146","1.0577698945999146","1.0577698945999146"
"83","0.9719010591506958","0.9719010591506958","0.9719010591506958","1.040594220161438","1.040594220161438","1.040594220161438","0.8866082429885864","0.8866082429885864","0.8866082429885864","0.8980119824409485","0.8980119824409485","0.8980119824409485","1.0254424810409546","1.0254424810409546","1.0254424810409546","0.9818854331970215","0.9818854331970215","0.9818854331970215","0.9999083280563354","0.9999083280563354","0.9999083280563354","0.992323100566864","0.992323100566864","0.992323100566864","0.9294039607048035","0.9294039607048035","0.9294039607048035","1.0694767236709595","1.0694767236709595","1.0694767236709595"
